"D:\SHALAN REP\SHALAN AP\AP_LAB2\datacopy1\0001.txt" datacopy1\0001.txt 1
"D:\SHALAN REP\SHALAN AP\AP_LAB2\datacopy1\0002.txt" datacopy1\0002.txt 1
"D:\SHALAN REP\SHALAN AP\AP_LAB2\datacopy1\0003.txt" datacopy1\0003.txt 1
"D:\SHALAN REP\SHALAN AP\AP_LAB2\datacopy1\0004.txt" datacopy1\0004.txt 1
"D:\SHALAN REP\SHALAN AP\AP_LAB2\datacopy1\0005.txt" datacopy1\0005.txt 1
"D:\SHALAN REP\SHALAN AP\AP_LAB2\datacopy1\0006.txt" datacopy1\0006.txt 1
"D:\SHALAN REP\SHALAN AP\AP_LAB2\datacopy1\0007.txt" datacopy1\0007.txt 1
"D:\SHALAN REP\SHALAN AP\AP_LAB2\datacopy1\0008.txt" datacopy1\0008.txt 1
"D:\SHALAN REP\SHALAN AP\AP_LAB2\datacopy1\0009.txt" datacopy1\0009.txt 1
"D:\SHALAN REP\SHALAN AP\AP_LAB2\datacopy1\0010.txt" datacopy1\0010.txt 1
"D:\SHALAN REP\SHALAN AP\AP_LAB2\datacopy1\0011.txt" datacopy1\0011.txt 1
"D:\SHALAN REP\SHALAN AP\AP_LAB2\datacopy1\0012.txt" datacopy1\0012.txt 1
"D:\SHALAN REP\SHALAN AP\AP_LAB2\datacopy1\0013.txt" datacopy1\0013.txt 1
"D:\SHALAN REP\SHALAN AP\AP_LAB2\datacopy1\0014.txt" datacopy1\0014.txt 1
"D:\SHALAN REP\SHALAN AP\AP_LAB2\datacopy1\0015.txt" datacopy1\0015.txt 1
"D:\SHALAN REP\SHALAN AP\AP_LAB2\datacopy1\0016.txt" datacopy1\0016.txt 1
"D:\SHALAN REP\SHALAN AP\AP_LAB2\datacopy1\0017.txt" datacopy1\0017.txt 1
"D:\SHALAN REP\SHALAN AP\AP_LAB2\datacopy1\0018.txt" datacopy1\0018.txt 1
"D:\SHALAN REP\SHALAN AP\AP_LAB2\datacopy1\0001.txt" datacopy1\0001.txt 2
"D:\SHALAN REP\SHALAN AP\AP_LAB2\datacopy1\0002.txt" datacopy1\0002.txt 2
"D:\SHALAN REP\SHALAN AP\AP_LAB2\datacopy1\0003.txt" datacopy1\0003.txt 2
"D:\SHALAN REP\SHALAN AP\AP_LAB2\datacopy1\0004.txt" datacopy1\0004.txt 2
"D:\SHALAN REP\SHALAN AP\AP_LAB2\datacopy1\0005.txt" datacopy1\0005.txt 2
"D:\SHALAN REP\SHALAN AP\AP_LAB2\datacopy1\0006.txt" datacopy1\0006.txt 2
"D:\SHALAN REP\SHALAN AP\AP_LAB2\datacopy1\0007.txt" datacopy1\0007.txt 2
"D:\SHALAN REP\SHALAN AP\AP_LAB2\datacopy1\0008.txt" datacopy1\0008.txt 2
"D:\SHALAN REP\SHALAN AP\AP_LAB2\datacopy1\0009.txt" datacopy1\0009.txt 2
"D:\SHALAN REP\SHALAN AP\AP_LAB2\datacopy1\0010.txt" datacopy1\0010.txt 2
"D:\SHALAN REP\SHALAN AP\AP_LAB2\datacopy1\0011.txt" datacopy1\0011.txt 2
"D:\SHALAN REP\SHALAN AP\AP_LAB2\datacopy1\0001.txt" datacopy1\0001.txt 3
"D:\SHALAN REP\SHALAN AP\AP_LAB2\datacopy1\0002.txt" datacopy1\0002.txt 3
"D:\SHALAN REP\SHALAN AP\AP_LAB2\datacopy1\0003.txt" datacopy1\0003.txt 3
"D:\SHALAN REP\SHALAN AP\AP_LAB2\datacopy1\0004.txt" datacopy1\0004.txt 3
"D:\SHALAN REP\SHALAN AP\AP_LAB2\datacopy1\0005.txt" datacopy1\0005.txt 3
"D:\SHALAN REP\SHALAN AP\AP_LAB2\datacopy1\0006.txt" datacopy1\0006.txt 3
"D:\SHALAN REP\SHALAN AP\AP_LAB2\datacopy1\0007.txt" datacopy1\0007.txt 3
"D:\SHALAN REP\SHALAN AP\AP_LAB2\datacopy1\0008.txt" datacopy1\0008.txt 3
"D:\SHALAN REP\SHALAN AP\AP_LAB2\datacopy1\0009.txt" datacopy1\0009.txt 3
"D:\SHALAN REP\SHALAN AP\AP_LAB2\datacopy1\0010.txt" datacopy1\0010.txt 3
"D:\SHALAN REP\SHALAN AP\AP_LAB2\datacopy1\0011.txt" datacopy1\0011.txt 3
"D:\SHALAN REP\SHALAN AP\AP_LAB2\datacopy1\0012.txt" datacopy1\0012.txt 3
"D:\SHALAN REP\SHALAN AP\AP_LAB2\datacopy1\0013.txt" datacopy1\0013.txt 3
"D:\SHALAN REP\SHALAN AP\AP_LAB2\datacopy1\0014.txt" datacopy1\0014.txt 3
"D:\SHALAN REP\SHALAN AP\AP_LAB2\datacopy1\0015.txt" datacopy1\0015.txt 3
"D:\SHALAN REP\SHALAN AP\AP_LAB2\datacopy1\0016.txt" datacopy1\0016.txt 3
"D:\SHALAN REP\SHALAN AP\AP_LAB2\datacopy1\0017.txt" datacopy1\0017.txt 3
"D:\SHALAN REP\SHALAN AP\AP_LAB2\datacopy1\0018.txt" datacopy1\0018.txt 3
"D:\SHALAN REP\SHALAN AP\AP_LAB2\datacopy1\0019.txt" datacopy1\0019.txt 3
"D:\SHALAN REP\SHALAN AP\AP_LAB2\datacopy1\0020.txt" datacopy1\0020.txt 3
"D:\SHALAN REP\SHALAN AP\AP_LAB2\datacopy1\0021.txt" datacopy1\0021.txt 3
"D:\SHALAN REP\SHALAN AP\AP_LAB2\datacopy1\0022.txt" datacopy1\0022.txt 3
"D:\SHALAN REP\SHALAN AP\AP_LAB2\datacopy1\0023.txt" datacopy1\0023.txt 3
"D:\SHALAN REP\SHALAN AP\AP_LAB2\datacopy1\0024.txt" datacopy1\0024.txt 3
"D:\SHALAN REP\SHALAN AP\AP_LAB2\datacopy1\0025.txt" datacopy1\0025.txt 3
"D:\SHALAN REP\SHALAN AP\AP_LAB2\datacopy1\0026.txt" datacopy1\0026.txt 3
