"D:\SHALAN REP\SHALAN AP\AP_LAB2\datacopy2\4766.txt" datacopy2\4766.txt 1
"D:\SHALAN REP\SHALAN AP\AP_LAB2\datacopy2\1255.txt" datacopy2\1255.txt 1
"D:\SHALAN REP\SHALAN AP\AP_LAB2\datacopy2\9082.txt" datacopy2\9082.txt 1
"D:\SHALAN REP\SHALAN AP\AP_LAB2\datacopy2\7674.txt" datacopy2\7674.txt 1
"D:\SHALAN REP\SHALAN AP\AP_LAB2\datacopy2\6544.txt" datacopy2\6544.txt 1
"D:\SHALAN REP\SHALAN AP\AP_LAB2\datacopy2\6982.txt" datacopy2\6982.txt 1
"D:\SHALAN REP\SHALAN AP\AP_LAB2\datacopy2\5735.txt" datacopy2\5735.txt 1
"D:\SHALAN REP\SHALAN AP\AP_LAB2\datacopy2\5669.txt" datacopy2\5669.txt 1
"D:\SHALAN REP\SHALAN AP\AP_LAB2\datacopy2\2409.txt" datacopy2\2409.txt 1
"D:\SHALAN REP\SHALAN AP\AP_LAB2\datacopy2\7216.txt" datacopy2\7216.txt 1
"D:\SHALAN REP\SHALAN AP\AP_LAB2\datacopy2\3879.txt" datacopy2\3879.txt 1
"D:\SHALAN REP\SHALAN AP\AP_LAB2\datacopy2\7375.txt" datacopy2\7375.txt 1
"D:\SHALAN REP\SHALAN AP\AP_LAB2\datacopy2\1301.txt" datacopy2\1301.txt 1
"D:\SHALAN REP\SHALAN AP\AP_LAB2\datacopy2\4239.txt" datacopy2\4239.txt 1
"D:\SHALAN REP\SHALAN AP\AP_LAB2\datacopy2\149.txt" datacopy2\149.txt 1
"D:\SHALAN REP\SHALAN AP\AP_LAB2\datacopy2\5700.txt" datacopy2\5700.txt 1
"D:\SHALAN REP\SHALAN AP\AP_LAB2\datacopy2\8806.txt" datacopy2\8806.txt 1
"D:\SHALAN REP\SHALAN AP\AP_LAB2\datacopy2\1688.txt" datacopy2\1688.txt 1
"D:\SHALAN REP\SHALAN AP\AP_LAB2\datacopy2\6825.txt" datacopy2\6825.txt 2
"D:\SHALAN REP\SHALAN AP\AP_LAB2\datacopy2\8622.txt" datacopy2\8622.txt 2
"D:\SHALAN REP\SHALAN AP\AP_LAB2\datacopy2\5870.txt" datacopy2\5870.txt 2
"D:\SHALAN REP\SHALAN AP\AP_LAB2\datacopy2\1398.txt" datacopy2\1398.txt 2
"D:\SHALAN REP\SHALAN AP\AP_LAB2\datacopy2\2039.txt" datacopy2\2039.txt 2
"D:\SHALAN REP\SHALAN AP\AP_LAB2\datacopy2\1335.txt" datacopy2\1335.txt 2
"D:\SHALAN REP\SHALAN AP\AP_LAB2\datacopy2\6363.txt" datacopy2\6363.txt 2
"D:\SHALAN REP\SHALAN AP\AP_LAB2\datacopy2\9466.txt" datacopy2\9466.txt 2
"D:\SHALAN REP\SHALAN AP\AP_LAB2\datacopy2\5095.txt" datacopy2\5095.txt 2
"D:\SHALAN REP\SHALAN AP\AP_LAB2\datacopy2\9716.txt" datacopy2\9716.txt 2
"D:\SHALAN REP\SHALAN AP\AP_LAB2\datacopy2\1816.txt" datacopy2\1816.txt 2
"D:\SHALAN REP\SHALAN AP\AP_LAB2\datacopy2\1134.txt" datacopy2\1134.txt 3
"D:\SHALAN REP\SHALAN AP\AP_LAB2\datacopy2\2062.txt" datacopy2\2062.txt 3
"D:\SHALAN REP\SHALAN AP\AP_LAB2\datacopy2\239.txt" datacopy2\239.txt 3
"D:\SHALAN REP\SHALAN AP\AP_LAB2\datacopy2\7440.txt" datacopy2\7440.txt 3
"D:\SHALAN REP\SHALAN AP\AP_LAB2\datacopy2\6351.txt" datacopy2\6351.txt 3
"D:\SHALAN REP\SHALAN AP\AP_LAB2\datacopy2\7128.txt" datacopy2\7128.txt 3
"D:\SHALAN REP\SHALAN AP\AP_LAB2\datacopy2\8358.txt" datacopy2\8358.txt 3
"D:\SHALAN REP\SHALAN AP\AP_LAB2\datacopy2\9783.txt" datacopy2\9783.txt 3
"D:\SHALAN REP\SHALAN AP\AP_LAB2\datacopy2\2507.txt" datacopy2\2507.txt 3
"D:\SHALAN REP\SHALAN AP\AP_LAB2\datacopy2\1137.txt" datacopy2\1137.txt 3
"D:\SHALAN REP\SHALAN AP\AP_LAB2\datacopy2\3536.txt" datacopy2\3536.txt 3
"D:\SHALAN REP\SHALAN AP\AP_LAB2\datacopy2\9976.txt" datacopy2\9976.txt 3
"D:\SHALAN REP\SHALAN AP\AP_LAB2\datacopy2\3639.txt" datacopy2\3639.txt 3
"D:\SHALAN REP\SHALAN AP\AP_LAB2\datacopy2\8235.txt" datacopy2\8235.txt 3
"D:\SHALAN REP\SHALAN AP\AP_LAB2\datacopy2\1156.txt" datacopy2\1156.txt 3
"D:\SHALAN REP\SHALAN AP\AP_LAB2\datacopy2\7800.txt" datacopy2\7800.txt 3
"D:\SHALAN REP\SHALAN AP\AP_LAB2\datacopy2\288.txt" datacopy2\288.txt 3
"D:\SHALAN REP\SHALAN AP\AP_LAB2\datacopy2\5511.txt" datacopy2\5511.txt 3
"D:\SHALAN REP\SHALAN AP\AP_LAB2\datacopy2\1270.txt" datacopy2\1270.txt 3
"D:\SHALAN REP\SHALAN AP\AP_LAB2\datacopy2\8988.txt" datacopy2\8988.txt 3
"D:\SHALAN REP\SHALAN AP\AP_LAB2\datacopy2\3945.txt" datacopy2\3945.txt 3
"D:\SHALAN REP\SHALAN AP\AP_LAB2\datacopy2\1240.txt" datacopy2\1240.txt 3
"D:\SHALAN REP\SHALAN AP\AP_LAB2\datacopy2\8923.txt" datacopy2\8923.txt 3
"D:\SHALAN REP\SHALAN AP\AP_LAB2\datacopy2\5411.txt" datacopy2\5411.txt 3
"D:\SHALAN REP\SHALAN AP\AP_LAB2\datacopy2\7928.txt" datacopy2\7928.txt 3
"D:\SHALAN REP\SHALAN AP\AP_LAB2\datacopy2\3861.txt" datacopy2\3861.txt 3
"D:\SHALAN REP\SHALAN AP\AP_LAB2\datacopy2\8740.txt" datacopy2\8740.txt 3
"D:\SHALAN REP\SHALAN AP\AP_LAB2\datacopy2\6588.txt" datacopy2\6588.txt 3
"D:\SHALAN REP\SHALAN AP\AP_LAB2\datacopy2\6756.txt" datacopy2\6756.txt 3
"D:\SHALAN REP\SHALAN AP\AP_LAB2\datacopy2\596.txt" datacopy2\596.txt 3
"D:\SHALAN REP\SHALAN AP\AP_LAB2\datacopy2\1212.txt" datacopy2\1212.txt 3
"D:\SHALAN REP\SHALAN AP\AP_LAB2\datacopy2\5000.txt" datacopy2\5000.txt 3
"D:\SHALAN REP\SHALAN AP\AP_LAB2\datacopy2\2140.txt" datacopy2\2140.txt 3
"D:\SHALAN REP\SHALAN AP\AP_LAB2\datacopy2\2945.txt" datacopy2\2945.txt 3
"D:\SHALAN REP\SHALAN AP\AP_LAB2\datacopy2\4246.txt" datacopy2\4246.txt 3
"D:\SHALAN REP\SHALAN AP\AP_LAB2\datacopy2\8402.txt" datacopy2\8402.txt 3
"D:\SHALAN REP\SHALAN AP\AP_LAB2\datacopy2\7750.txt" datacopy2\7750.txt 3
"D:\SHALAN REP\SHALAN AP\AP_LAB2\datacopy2\9444.txt" datacopy2\9444.txt 3
"D:\SHALAN REP\SHALAN AP\AP_LAB2\datacopy2\1707.txt" datacopy2\1707.txt 3
"D:\SHALAN REP\SHALAN AP\AP_LAB2\datacopy2\5720.txt" datacopy2\5720.txt 3
"D:\SHALAN REP\SHALAN AP\AP_LAB2\datacopy2\5834.txt" datacopy2\5834.txt 3
"D:\SHALAN REP\SHALAN AP\AP_LAB2\datacopy2\2647.txt" datacopy2\2647.txt 3
"D:\SHALAN REP\SHALAN AP\AP_LAB2\datacopy2\1934.txt" datacopy2\1934.txt 3
"D:\SHALAN REP\SHALAN AP\AP_LAB2\datacopy2\3474.txt" datacopy2\3474.txt 3
