datacopy1\1\0001.txt 1
datacopy1\1\0002.txt 1
datacopy1\1\0003.txt 1
datacopy1\1\0004.txt 1
datacopy1\1\0005.txt 1
datacopy1\1\0006.txt 1
datacopy1\1\0007.txt 1
datacopy1\1\0008.txt 1
datacopy1\1\0009.txt 1
datacopy1\1\0010.txt 1
datacopy1\1\0011.txt 1
datacopy1\1\0012.txt 1
datacopy1\1\0013.txt 1
datacopy1\1\0014.txt 1
datacopy1\1\0015.txt 1
datacopy1\1\0016.txt 1
datacopy1\1\0017.txt 1
datacopy1\1\0018.txt 1
datacopy1\2\0001.txt 2
datacopy1\2\0002.txt 2
datacopy1\2\0003.txt 2
datacopy1\2\0004.txt 2
datacopy1\2\0005.txt 2
datacopy1\2\0006.txt 2
datacopy1\2\0007.txt 2
datacopy1\2\0008.txt 2
datacopy1\2\0009.txt 2
datacopy1\2\0010.txt 2
datacopy1\2\0011.txt 2
datacopy1\3\0001.txt 3
datacopy1\3\0002.txt 3
datacopy1\3\0003.txt 3
datacopy1\3\0004.txt 3
datacopy1\3\0005.txt 3
datacopy1\3\0006.txt 3
datacopy1\3\0007.txt 3
datacopy1\3\0008.txt 3
datacopy1\3\0009.txt 3
datacopy1\3\0010.txt 3
datacopy1\3\0011.txt 3
datacopy1\3\0012.txt 3
datacopy1\3\0013.txt 3
datacopy1\3\0014.txt 3
datacopy1\3\0015.txt 3
datacopy1\3\0016.txt 3
datacopy1\3\0017.txt 3
datacopy1\3\0018.txt 3
datacopy1\3\0019.txt 3
datacopy1\3\0020.txt 3
datacopy1\3\0021.txt 3
datacopy1\3\0022.txt 3
datacopy1\3\0023.txt 3
datacopy1\3\0024.txt 3
datacopy1\3\0025.txt 3
datacopy1\3\0026.txt 3
datacopy1\3\0027.txt 3
datacopy1\3\0028.txt 3
datacopy1\3\0029.txt 3
datacopy1\3\0030.txt 3
datacopy1\3\0031.txt 3
datacopy1\3\0032.txt 3
datacopy1\3\0033.txt 3
datacopy1\3\0034.txt 3
datacopy1\3\0035.txt 3
datacopy1\3\0036.txt 3
datacopy1\3\0037.txt 3
datacopy1\3\0038.txt 3
datacopy1\3\0039.txt 3
datacopy1\3\0040.txt 3
datacopy1\3\0041.txt 3
datacopy1\3\0042.txt 3
datacopy1\3\0043.txt 3
datacopy1\3\0044.txt 3
datacopy1\3\0045.txt 3
datacopy1\3\0046.txt 3
datacopy1\3\0047.txt 3
datacopy1\3\0048.txt 3
datacopy1\3\0049.txt 3
datacopy1\3\0050.txt 3
datacopy1\3\0051.txt 3
datacopy1\3\0052.txt 3
datacopy1\3\0053.txt 3
datacopy1\3\0054.txt 3
datacopy1\3\0055.txt 3
datacopy1\3\0056.txt 3
datacopy1\3\0057.txt 3
datacopy1\3\0058.txt 3
datacopy1\3\0059.txt 3
datacopy1\3\0060.txt 3
datacopy1\3\0061.txt 3
datacopy1\3\0062.txt 3
datacopy1\3\0063.txt 3
datacopy1\3\0064.txt 3
datacopy1\3\0065.txt 3
datacopy1\3\0066.txt 3
datacopy1\3\0067.txt 3
datacopy1\4\0001.txt 4
datacopy1\4\0002.txt 4
datacopy1\4\0003.txt 4
datacopy1\4\0004.txt 4
datacopy1\4\0005.txt 4
datacopy1\4\0006.txt 4
datacopy1\4\0007.txt 4
datacopy1\4\0008.txt 4
datacopy1\4\0009.txt 4
datacopy1\4\0010.txt 4
datacopy1\4\0011.txt 4
datacopy1\4\0012.txt 4
datacopy1\4\0013.txt 4
datacopy1\4\0014.txt 4
datacopy1\4\0015.txt 4
